"month","year","state","total_laid_off"
"October",2018,"Arizona",NA
"October",2018,"California",9518
"October",2018,"Colorado",203
"October",2018,"Connecticut",497
"October",2018,"Florida",1178
"October",2018,"Indiana",438
"October",2018,"Iowa",338
"October",2018,"Kansas",735
"October",2018,"Kentucky",797
"October",2018,"Maine",150
"October",2018,"Maryland",300
"October",2018,"Michigan",226
"October",2018,"Missouri",94
"October",2018,"Nebraska",NA
"October",2018,"Nevada",14
"October",2018,"New Jersey",695
"October",2018,"New Mexico",381
"October",2018,"New York",3607
"October",2018,"North Carolina",429
"October",2018,"North Dakota",67
"October",2018,"Oklahoma",183
"October",2018,"Oregon",276
"October",2018,"Rhode Island",180
"October",2018,"Texas",1197
"October",2018,"Utah",905
"October",2018,"Vermont",218
"October",2018,"Virginia",955
"October",2018,"Washington",292
"October",2018,"Washington, D.C.",898
"October",2018,"West Virginia",81
"October",2018,"Wisconsin",892
"October",2019,"Alabama",234
"October",2019,"Arizona",1528
"October",2019,"California",5119
"October",2019,"Colorado",978
"October",2019,"Connecticut",NA
"October",2019,"Delaware",80
"October",2019,"Florida",563
"October",2019,"Idaho",218
"October",2019,"Indiana",108
"October",2019,"Iowa",266
"October",2019,"Kansas",186
"October",2019,"Kentucky",383
"October",2019,"Maine",75
"October",2019,"Maryland",34
"October",2019,"Massachusetts",1504
"October",2019,"Michigan",253
"October",2019,"Minnesota",NA
"October",2019,"Missouri",503
"October",2019,"Nebraska",NA
"October",2019,"Nevada",750
"October",2019,"New Jersey",1566
"October",2019,"New Mexico",170
"October",2019,"New York",5061
"October",2019,"North Carolina",1501
"October",2019,"Oklahoma",250
"October",2019,"Oregon",338
"October",2019,"Texas",1795
"October",2019,"Virginia",1248
"October",2019,"Washington",649
"October",2019,"Washington, D.C.",308
"October",2019,"West Virginia",507
"October",2019,"Wisconsin",313
"October",2020,"Alabama",198
"October",2020,"Arizona",525
"October",2020,"California",17517
"October",2020,"Colorado",1027
"October",2020,"Connecticut",562
"October",2020,"Florida",15829
"October",2020,"Illinois",3384
"October",2020,"Indiana",1574
"October",2020,"Iowa",106
"October",2020,"Kansas",122
"October",2020,"Kentucky",101
"October",2020,"Louisiana",202
"October",2020,"Maine",67
"October",2020,"Maryland",936
"October",2020,"Massachusetts",1070
"October",2020,"Michigan",223
"October",2020,"Minnesota",653
"October",2020,"Missouri",763
"October",2020,"Nebraska",188
"October",2020,"Nevada",1512
"October",2020,"New Jersey",17042
"October",2020,"North Carolina",169
"October",2020,"Ohio",720
"October",2020,"Oklahoma",284
"October",2020,"Oregon",59
"October",2020,"South Carolina",102
"October",2020,"Texas",3217
"October",2020,"Utah",124
"October",2020,"Vermont",110
"October",2020,"Virginia",935
"October",2020,"Washington",1136
"October",2020,"Washington, D.C.",2623
"October",2020,"Wisconsin",528
"October",2021,"California",3609
"October",2021,"Colorado",12
"October",2021,"Connecticut",209
"October",2021,"Florida",1256
"October",2021,"Illinois",208
"October",2021,"Indiana",268
"October",2021,"Iowa",1106
"October",2021,"Kansas",22
"October",2021,"Kentucky",178
"October",2021,"Louisiana",104
"October",2021,"Maryland",30
"October",2021,"Massachusetts",66
"October",2021,"Michigan",223
"October",2021,"Minnesota",102
"October",2021,"Missouri",585
"October",2021,"Nebraska",93
"October",2021,"New Jersey",360
"October",2021,"New Mexico",62
"October",2021,"North Carolina",457
"October",2021,"Ohio",425
"October",2021,"Oklahoma",139
"October",2021,"Oregon",171
"October",2021,"South Carolina",483
"October",2021,"Texas",175
"October",2021,"Virginia",363
"October",2021,"Washington",115
"October",2021,"Wisconsin",61
"October",2022,"California",5618
"October",2022,"Colorado",41
"October",2022,"Florida",2165
"October",2022,"Illinois",770
"October",2022,"Indiana",381
"October",2022,"Iowa",450
"October",2022,"Kentucky",136
"October",2022,"Louisiana",233
"October",2022,"Maryland",605
"October",2022,"Massachusetts",359
"October",2022,"Michigan",NA
"October",2022,"Minnesota",130
"October",2022,"Nebraska",220
"October",2022,"Nevada",300
"October",2022,"New Jersey",391
"October",2022,"New Mexico",27
"October",2022,"North Carolina",224
"October",2022,"Ohio",481
"October",2022,"Oregon",106
"October",2022,"Texas",792
"October",2022,"Virginia",540
"October",2022,"Washington",NA
"October",2022,"Washington, D.C.",327
"October",2022,"West Virginia",57
"October",2022,"Wisconsin",322
"September",1998,"Alabama",295
"September",1999,"Alabama",1228
"September",1999,"Kansas",558
"September",2000,"Alabama",110
"September",2001,"Kansas",39
"September",2001,"Oklahoma",177
"September",2002,"Alabama",248
"September",2002,"Kansas",173
"September",2003,"Alabama",5339
"September",2003,"Kansas",69
"September",2003,"Oklahoma",337
"September",2004,"Alabama",87
"September",2004,"Kansas",95
"September",2004,"New Jersey",1136
"September",2004,"Washington",411
"September",2005,"Alabama",678
"September",2005,"Kansas",88
"September",2005,"New Jersey",NA
"September",2005,"Vermont",45
"September",2005,"Washington",214
"September",2006,"Alabama",1412
"September",2006,"Kansas",513
"September",2006,"New Jersey",NA
"September",2006,"New York",1225
"September",2006,"Oklahoma",1328
"September",2006,"Washington",285
"September",2007,"Alabama",992
"September",2007,"Alaska",140
"September",2007,"Kansas",132
"September",2007,"New Jersey",3246
"September",2007,"New York",1014
"September",2007,"Vermont",393
"September",2007,"Washington",419
"September",2008,"Alabama",565
"September",2008,"Indiana",599
"September",2008,"Kansas",86
"September",2008,"New Jersey",2781
"September",2008,"New York",2232
"September",2008,"Washington",153
"September",2009,"Alabama",511
"September",2009,"Delaware",NA
"September",2009,"Indiana",133
"September",2009,"Kansas",541
"September",2009,"New Jersey",664
"September",2009,"New York",NA
"September",2009,"Utah",201
"September",2009,"Vermont",68
"September",2009,"Washington",350
"September",2010,"Alabama",201
"September",2010,"Arizona",118
"September",2010,"Indiana",314
"September",2010,"Kansas",69
"September",2010,"Maryland",60
"September",2010,"New Jersey",1190
"September",2010,"New York",947
"September",2010,"Oregon",109
"September",2010,"Utah",85
"September",2010,"Vermont",179
"September",2010,"Virginia",379
"September",2010,"Washington",211
"September",2011,"Arizona",69
"September",2011,"Indiana",550
"September",2011,"Kansas",326
"September",2011,"Maryland",465
"September",2011,"New Jersey",1172
"September",2011,"New York",5157
"September",2011,"Oklahoma",246
"September",2011,"Oregon",35
"September",2011,"Rhode Island",16
"September",2011,"Texas",773
"September",2011,"Utah",35
"September",2011,"Virginia",179
"September",2011,"Washington",67
"September",2012,"Alabama",250
"September",2012,"Arizona",84
"September",2012,"Indiana",787
"September",2012,"Kansas",348
"September",2012,"Maryland",300
"September",2012,"New Jersey",1774
"September",2012,"New York",2904
"September",2012,"Oklahoma",515
"September",2012,"Oregon",441
"September",2012,"Texas",3510
"September",2012,"Utah",75
"September",2012,"Virginia",595
"September",2012,"Washington",506
"September",2012,"Washington, D.C.",144
"September",2013,"Alabama",1213
"September",2013,"Arizona",1306
"September",2013,"Idaho",156
"September",2013,"Indiana",1308
"September",2013,"Kansas",421
"September",2013,"Maryland",173
"September",2013,"New Jersey",666
"September",2013,"New York",NA
"September",2013,"Oklahoma",141
"September",2013,"Oregon",229
"September",2013,"Rhode Island",1
"September",2013,"South Dakota",75
"September",2013,"Texas",2536
"September",2013,"Virginia",894
"September",2013,"Washington",1294
"September",2014,"Alabama",75
"September",2014,"Arizona",105
"September",2014,"California",3879
"September",2014,"Indiana",270
"September",2014,"Kansas",1
"September",2014,"Maryland",367
"September",2014,"New Jersey",3877
"September",2014,"New York",NA
"September",2014,"Oklahoma",82
"September",2014,"Texas",1500
"September",2014,"Utah",150
"September",2014,"Virginia",266
"September",2014,"Washington",1287
"September",2015,"California",4864
"September",2015,"Colorado",668
"September",2015,"Connecticut",165
"September",2015,"Idaho",185
"September",2015,"Indiana",989
"September",2015,"Kansas",351
"September",2015,"Maine",200
"September",2015,"Maryland",719
"September",2015,"Missouri",92
"September",2015,"Montana",140
"September",2015,"New Jersey",489
"September",2015,"New York",2665
"September",2015,"North Dakota",89
"September",2015,"Oklahoma",685
"September",2015,"Oregon",416
"September",2015,"South Dakota",241
"September",2015,"Texas",1748
"September",2015,"Utah",143
"September",2015,"Vermont",50
"September",2015,"Virginia",2294
"September",2015,"Washington",1201
"September",2016,"Arizona",68
"September",2016,"California",3861
"September",2016,"Colorado",187
"September",2016,"Connecticut",24
"September",2016,"Florida",606
"September",2016,"Indiana",508
"September",2016,"Iowa",346
"September",2016,"Kansas",158
"September",2016,"Maryland",333
"September",2016,"Michigan",79
"September",2016,"Missouri",199
"September",2016,"New Jersey",780
"September",2016,"New Mexico",461
"September",2016,"New York",1016
"September",2016,"North Dakota",10
"September",2016,"Texas",991
"September",2016,"Utah",230
"September",2016,"Virginia",658
"September",2016,"Washington",188
"September",2016,"Washington, D.C.",85
"September",2016,"Wisconsin",650
"September",2017,"Alabama",56
"September",2017,"California",4546
"September",2017,"Connecticut",54
"September",2017,"Florida",2514
"September",2017,"Indiana",333
"September",2017,"Iowa",67
"September",2017,"Kansas",254
"September",2017,"Michigan",62
"September",2017,"Missouri",97
"September",2017,"Nebraska",139
"September",2017,"Nevada",70
"September",2017,"New Jersey",642
"September",2017,"New York",3171
"September",2017,"Oklahoma",784
"September",2017,"Oregon",401
"September",2017,"Rhode Island",171
"September",2017,"South Dakota",58
"September",2017,"Texas",2209
"September",2017,"Utah",35
"September",2017,"Virginia",343
"September",2017,"Washington",105
"September",2017,"West Virginia",NA
"September",2017,"Wisconsin",297
"September",2018,"Alabama",113
"September",2018,"Arizona",400
"September",2018,"California",2829
"September",2018,"Colorado",107
"September",2018,"Connecticut",95
"September",2018,"Florida",1221
"September",2018,"Idaho",175
"September",2018,"Indiana",420
"September",2018,"Iowa",260
"September",2018,"Kentucky",199
"September",2018,"Maryland",183
"September",2018,"Michigan",347
"September",2018,"Missouri",1438
"September",2018,"Nebraska",NA
"September",2018,"Nevada",372
"September",2018,"New Jersey",1174
"September",2018,"New York",2151
"September",2018,"North Carolina",834
"September",2018,"Oregon",52
"September",2018,"Rhode Island",83
"September",2018,"South Dakota",145
"September",2018,"Texas",987
"September",2018,"Utah",390
"September",2018,"Virginia",170
"September",2018,"Washington",322
"September",2018,"West Virginia",227
"September",2018,"Wisconsin",212
"September",2019,"Alabama",196
"September",2019,"California",6825
"September",2019,"Colorado",271
"September",2019,"Connecticut",361
"September",2019,"Florida",1321
"September",2019,"Idaho",58
"September",2019,"Indiana",740
"September",2019,"Iowa",238
"September",2019,"Kansas",432
"September",2019,"Kentucky",501
"September",2019,"Maine",38
"September",2019,"Maryland",250
"September",2019,"Massachusetts",NA
"September",2019,"Michigan",376
"September",2019,"Minnesota",NA
"September",2019,"Missouri",152
"September",2019,"Nebraska",NA
"September",2019,"Nevada",74
"September",2019,"New Jersey",98
"September",2019,"New Mexico",409
"September",2019,"New York",1528
"September",2019,"North Carolina",939
"September",2019,"Oklahoma",95
"September",2019,"Oregon",273
"September",2019,"Texas",1027
"September",2019,"Virginia",980
"September",2019,"Washington",926
"September",2019,"Washington, D.C.",64
"September",2019,"West Virginia",16
"September",2019,"Wisconsin",351
"September",2020,"Alabama",637
"September",2020,"Alaska",1234
"September",2020,"Arizona",233
"September",2020,"California",47290
"September",2020,"Colorado",NA
"September",2020,"Connecticut",528
"September",2020,"Delaware",554
"September",2020,"Florida",23473
"September",2020,"Idaho",75
"September",2020,"Illinois",4376
"September",2020,"Indiana",957
"September",2020,"Iowa",684
"September",2020,"Kentucky",1572
"September",2020,"Louisiana",NA
"September",2020,"Maine",51
"September",2020,"Maryland",2158
"September",2020,"Massachusetts",NA
"September",2020,"Michigan",NA
"September",2020,"Minnesota",974
"September",2020,"Missouri",517
"September",2020,"Nebraska",98
"September",2020,"Nevada",2429
"September",2020,"New Jersey",2449
"September",2020,"New Mexico",135
"September",2020,"North Carolina",1282
"September",2020,"Ohio",2197
"September",2020,"Oklahoma",150
"September",2020,"Oregon",1363
"September",2020,"Rhode Island",13
"September",2020,"South Carolina",684
"September",2020,"Texas",1812
"September",2020,"Utah",213
"September",2020,"Virginia",2542
"September",2020,"Washington",1965
"September",2020,"Washington, D.C.",146
"September",2020,"West Virginia",377
"September",2020,"Wisconsin",886
"September",2021,"Alaska",40
"September",2021,"Arizona",290
"September",2021,"California",3360
"September",2021,"Colorado",179
"September",2021,"Florida",422
"September",2021,"Illinois",334
"September",2021,"Indiana",146
"September",2021,"Iowa",88
"September",2021,"Kansas",85
"September",2021,"Kentucky",135
"September",2021,"Louisiana",1008
"September",2021,"Maryland",134
"September",2021,"Massachusetts",547
"September",2021,"Minnesota",100
"September",2021,"Missouri",231
"September",2021,"Nevada",176
"September",2021,"New Jersey",222
"September",2021,"New Mexico",123
"September",2021,"North Carolina",55
"September",2021,"Oregon",87
"September",2021,"South Carolina",121
"September",2021,"Texas",489
"September",2021,"Utah",521
"September",2021,"Wisconsin",189
"September",2022,"Arizona",326
"September",2022,"California",5562
"September",2022,"Colorado",225
"September",2022,"Connecticut",203
"September",2022,"Florida",468
"September",2022,"Idaho",80
"September",2022,"Illinois",450
"September",2022,"Indiana",607
"September",2022,"Iowa",962
"September",2022,"Kentucky",121
"September",2022,"Louisiana",130
"September",2022,"Maine",230
"September",2022,"Maryland",1213
"September",2022,"Massachusetts",80
"September",2022,"Michigan",NA
"September",2022,"Minnesota",104
"September",2022,"Nebraska",75
"September",2022,"Nevada",327
"September",2022,"New Jersey",230
"September",2022,"New Mexico",144
"September",2022,"North Carolina",656
"September",2022,"Ohio",1141
"September",2022,"Oklahoma",187
"September",2022,"Oregon",106
"September",2022,"Rhode Island",78
"September",2022,"Texas",345
"September",2022,"Washington",838
"September",2022,"Washington, D.C.",676
"September",2022,"West Virginia",128
"September",2022,"Wisconsin",356
